Account No,DATE,TRANSACTION DETAILS,VALUE DATE,BALANCE AMT,AMOUNT,TYPE,CATEGORY
KZ57163314100,2024-07-02,СТИПЕНДИЯ + ПОДРАБОТКА,2024-07-02,-1383322.17,77362.9,CREDIT,Income
KZ57163314100,2024-07-02,MCDONALDS ALMATY,2024-07-02,-1493789.81,-1980.06,DEBIT,Food & Dining
KZ57163314100,2024-07-02,GLOVO*ORDER,2024-07-02,-1663645.79,-3864.21,DEBIT,Food & Dining
KZ57163314100,2024-07-02,GLOVO*ORDER,2024-07-02,-1633639.42,-10022.31,DEBIT,Food & Dining
KZ57163314100,2024-07-02,KTZ RAILWAY TICKET,2024-07-02,-1687880.7,-18567.1,DEBIT,Transport
KZ57163314100,2024-07-02,BURGER KING KZ,2024-07-02,-1441252.88,-2532.86,DEBIT,Food & Dining
KZ57163314100,2024-07-03,KAZAKHTELECOM INTERNET,2024-07-03,-1641214.49,-7575.07,DEBIT,Utilities
KZ57163314100,2024-07-03,WOLT DELIVERY,2024-07-03,-1515661.5,-7803.64,DEBIT,Food & Dining
KZ57163314100,2024-07-03,STEAM GAMES,2024-07-03,-1502040.96,-8251.15,DEBIT,Entertainment
KZ57163314100,2024-07-03,NETFLIX SUBSCRIPTION,2024-07-03,-1461128.25,-5489.0,DEBIT,Entertainment
KZ57163314100,2024-07-03,SPOTIFY PREMIUM,2024-07-03,-1403528.27,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-07-04,FLY ARYSTAN,2024-07-04,-1659781.58,-18567.1,DEBIT,Transport
KZ57163314100,2024-07-04,SPOTIFY PREMIUM,2024-07-04,-1465154.32,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-07-05,CHOCOFOOD ORDER,2024-07-05,-1713573.74,-7125.94,DEBIT,Food & Dining
KZ57163314100,2024-07-05,METRO CASH AND CARRY,2024-07-05,-1401889.27,-18567.1,DEBIT,Shopping
KZ57163314100,2024-07-05,NETFLIX SUBSCRIPTION,2024-07-05,-1720438.46,-5489.0,DEBIT,Entertainment
KZ57163314100,2024-07-06,CHAPLIN CINEMA,2024-07-06,-1504766.85,-2725.89,DEBIT,Entertainment
KZ57163314100,2024-07-06,MCDONALDS ALMATY,2024-07-06,-1435345.11,-3361.47,DEBIT,Food & Dining
KZ57163314100,2024-07-07,GLOVO*ORDER,2024-07-07,-1623617.11,-9346.48,DEBIT,Food & Dining
KZ57163314100,2024-07-07,BURGER KING KZ,2024-07-07,-1669313.6,-5667.81,DEBIT,Food & Dining
KZ57163314100,2024-07-08,LOCAL CAFE,2024-07-08,-1714949.46,-1375.72,DEBIT,Food & Dining
KZ57163314100,2024-07-08,MCDONALDS ALMATY,2024-07-08,-1507857.86,-3091.01,DEBIT,Food & Dining
KZ57163314100,2024-07-08,KFC ALMATY,2024-07-08,-1750687.22,-8650.88,DEBIT,Food & Dining
KZ57163314100,2024-07-10,INDRIVE TRIP,2024-07-10,-1430344.64,-1499.51,DEBIT,Transport
KZ57163314100,2024-07-10,KTZ RAILWAY TICKET,2024-07-10,-1455639.25,-12747.37,DEBIT,Transport
KZ57163314100,2024-07-10,STEAM GAMES,2024-07-10,-1736817.78,-16379.32,DEBIT,Entertainment
KZ57163314100,2024-07-11,STEAM GAMES,2024-07-11,-1528207.52,-12546.02,DEBIT,Entertainment
KZ57163314100,2024-07-12,LOCAL CAFE,2024-07-12,-1463515.32,-2387.07,DEBIT,Food & Dining
KZ57163314100,2024-07-12,CHOCOFOOD ORDER,2024-07-12,-1536832.98,-8625.46,DEBIT,Food & Dining
KZ57163314100,2024-07-14,TECHNODOM KZ,2024-07-14,-1573967.17,-18567.1,DEBIT,Shopping
KZ57163314100,2024-07-15,CHOCOFOOD ORDER,2024-07-15,-1417038.0,-7621.3,DEBIT,Food & Dining
KZ57163314100,2024-07-16,UNUSUAL LARGE TRANSACTION,2024-07-16,-1847489.76,-96802.54,DEBIT,Other
KZ57163314100,2024-07-16,TELE2 KZ PAYMENT,2024-07-16,-1595703.53,-3169.26,DEBIT,Utilities
KZ57163314100,2024-07-17,FLY ARYSTAN,2024-07-17,-1614270.62,-18567.1,DEBIT,Transport
KZ57163314100,2024-07-17,AIR ASTANA TICKET,2024-07-17,-1592534.27,-18567.1,DEBIT,Transport
KZ57163314100,2024-07-19,KAZAKHTELECOM INTERNET,2024-07-19,-1473242.65,-8088.34,DEBIT,Utilities
KZ57163314100,2024-07-19,CHOCOFOOD ORDER,2024-07-19,-1409416.71,-4249.44,DEBIT,Food & Dining
KZ57163314100,2024-07-20,SPOTIFY PREMIUM,2024-07-20,-1405167.27,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-07-22,BEELINE KZ RECHARGE,2024-07-22,-1438720.02,-3374.9,DEBIT,Utilities
KZ57163314100,2024-07-23,SPOTIFY PREMIUM,2024-07-23,-1442891.88,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-07-24,SPOTIFY PREMIUM,2024-07-24,-1431983.64,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-07-25,SULPAK ELECTRONICS,2024-07-25,-1555400.08,-18567.1,DEBIT,Shopping
KZ57163314100,2024-07-25,KFC ALMATY,2024-07-25,-1742036.34,-5218.56,DEBIT,Food & Dining
KZ57163314100,2024-07-26,WOLT DELIVERY,2024-07-26,-1428845.14,-11807.13,DEBIT,Food & Dining
KZ57163314100,2024-07-29,STEAM GAMES,2024-07-29,-2132671.97,-18947.16,DEBIT,Entertainment
KZ57163314100,2024-07-29,NETFLIX SUBSCRIPTION,2024-07-29,-2030975.98,-5738.5,DEBIT,Entertainment
KZ57163314100,2024-07-29,NETFLIX SUBSCRIPTION,2024-07-29,-1900818.84,-5738.5,DEBIT,Entertainment
KZ57163314100,2024-07-29,MCDONALDS ALMATY,2024-07-29,-2186783.49,-4443.5,DEBIT,Food & Dining
KZ57163314100,2024-07-31,INDRIVE TRIP,2024-07-31,-2136997.4,-602.69,DEBIT,Transport
KZ57163314100,2024-07-31,WOLT DELIVERY,2024-07-31,-1801447.46,-12813.65,DEBIT,Food & Dining
KZ57163314100,2024-07-31,WILDBERRIES KZ,2024-07-31,-2025237.48,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-01,АЗС HELIOS PETROL,2024-08-01,-2097444.12,-18947.16,DEBIT,Transport
KZ57163314100,2024-08-01,KFC ALMATY,2024-08-01,-2144776.22,-7778.82,DEBIT,Food & Dining
KZ57163314100,2024-08-01,СТИПЕНДИЯ + ПОДРАБОТКА,2024-08-01,-1768543.27,78946.49,CREDIT,Income
KZ57163314100,2024-08-02,TELE2 KZ PAYMENT,2024-08-02,-2135256.21,-2584.23,DEBIT,Utilities
KZ57163314100,2024-08-03,KFC ALMATY,2024-08-03,-1833003.25,-2896.22,DEBIT,Food & Dining
KZ57163314100,2024-08-03,ЖКХ КОММУНАЛКА,2024-08-03,-2078496.97,-18947.16,DEBIT,Utilities
KZ57163314100,2024-08-04,BEELINE KZ RECHARGE,2024-08-04,-1987343.17,-3111.69,DEBIT,Utilities
KZ57163314100,2024-08-05,FLY ARYSTAN,2024-08-05,-1851950.41,-18947.16,DEBIT,Transport
KZ57163314100,2024-08-05,TECHNODOM KZ,2024-08-05,-1933721.91,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-06,METRO CASH AND CARRY,2024-08-06,-1952669.06,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-07,KINOPARK TICKET,2024-08-07,-2041135.6,-4761.61,DEBIT,Entertainment
KZ57163314100,2024-08-09,BURGER KING KZ,2024-08-09,-1956718.48,-4049.42,DEBIT,Food & Dining
KZ57163314100,2024-08-10,SPOTIFY PREMIUM,2024-08-10,-1854618.2,-1713.5,DEBIT,Entertainment
KZ57163314100,2024-08-10,KCELL PAYMENT,2024-08-10,-2113724.82,-3629.45,DEBIT,Utilities
KZ57163314100,2024-08-10,АЗС SINOOIL FUEL,2024-08-10,-1895080.34,-15776.48,DEBIT,Transport
KZ57163314100,2024-08-11,WOLT DELIVERY,2024-08-11,-1811159.88,-9712.42,DEBIT,Food & Dining
KZ57163314100,2024-08-11,GLOVO*ORDER,2024-08-11,-1788633.81,-9086.64,DEBIT,Food & Dining
KZ57163314100,2024-08-12,KAZAKHTELECOM INTERNET,2024-08-12,-1909716.29,-8897.44,DEBIT,Utilities
KZ57163314100,2024-08-14,MCDONALDS ALMATY,2024-08-14,-1914774.75,-2524.84,DEBIT,Food & Dining
KZ57163314100,2024-08-15,BURGER KING KZ,2024-08-15,-2182339.99,-2938.44,DEBIT,Food & Dining
KZ57163314100,2024-08-16,NETFLIX SUBSCRIPTION,2024-08-16,-1879303.86,-5738.5,DEBIT,Entertainment
KZ57163314100,2024-08-16,METRO CASH AND CARRY,2024-08-16,-1830107.03,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-17,KTZ RAILWAY TICKET,2024-08-17,-2006290.33,-18947.16,DEBIT,Transport
KZ57163314100,2024-08-17,CHOCOFOOD ORDER,2024-08-17,-1965973.67,-4701.42,DEBIT,Food & Dining
KZ57163314100,2024-08-18,SULPAK ELECTRONICS,2024-08-18,-1873565.36,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-18,GLOVO*ORDER,2024-08-18,-2110095.36,-12651.24,DEBIT,Food & Dining
KZ57163314100,2024-08-18,STEAM GAMES,2024-08-18,-1779547.17,-11003.9,DEBIT,Entertainment
KZ57163314100,2024-08-18,KASPI SHOP PURCHASE,2024-08-18,-2179401.55,-18947.16,DEBIT,Shopping
KZ57163314100,2024-08-18,CHOCOFOOD ORDER,2024-08-18,-2044868.06,-3732.46,DEBIT,Food & Dining
KZ57163314100,2024-08-18,MCDONALDS ALMATY,2024-08-18,-1912249.91,-2533.63,DEBIT,Food & Dining
KZ57163314100,2024-08-20,MCDONALDS ALMATY,2024-08-20,-1984231.48,-5570.84,DEBIT,Food & Dining
KZ57163314100,2024-08-21,KCELL PAYMENT,2024-08-21,-2036373.99,-5398.01,DEBIT,Utilities
KZ57163314100,2024-08-21,KINOPARK TICKET,2024-08-21,-2149101.61,-4325.39,DEBIT,Entertainment
KZ57163314100,2024-08-21,LOCAL CAFE,2024-08-21,-2059549.81,-2949.73,DEBIT,Food & Dining
KZ57163314100,2024-08-22,GLOVO*ORDER,2024-08-22,-2160454.39,-11352.78,DEBIT,Food & Dining
KZ57163314100,2024-08-22,ВОДОКАНАЛ PAYMENT,2024-08-22,-1961272.25,-4553.76,DEBIT,Utilities
KZ57163314100,2024-08-23,MAGNUM SUPERMARKET,2024-08-23,-2056600.07,-11732.02,DEBIT,Shopping
KZ57163314100,2024-08-24,YOUTUBE PREMIUM,2024-08-24,-2136394.71,-1138.5,DEBIT,Entertainment
KZ57163314100,2024-08-25,LOCAL CAFE,2024-08-25,-1852904.7,-954.29,DEBIT,Food & Dining
KZ57163314100,2024-08-26,АЗС HELIOS PETROL,2024-08-26,-1978660.64,-12686.98,DEBIT,Transport
KZ57163314100,2024-08-28,KASPI SHOP PURCHASE,2024-08-28,-2301998.2,-19044.64,DEBIT,Shopping
KZ57163314100,2024-08-28,WOLT DELIVERY,2024-08-28,-2582455.25,-7328.07,DEBIT,Food & Dining
KZ57163314100,2024-08-28,SULPAK ELECTRONICS,2024-08-28,-2454669.91,-19044.64,DEBIT,Shopping
KZ57163314100,2024-08-29,SMALL SUPERMARKET,2024-08-29,-2523860.71,-13382.29,DEBIT,Shopping
KZ57163314100,2024-08-29,STEAM GAMES,2024-08-29,-2410866.18,-18721.76,DEBIT,Entertainment
KZ57163314100,2024-08-29,WILDBERRIES KZ,2024-08-29,-2242681.98,-19044.64,DEBIT,Shopping
KZ57163314100,2024-08-31,СТИПЕНДИЯ + ПОДРАБОТКА,2024-08-31,-2107430.82,79352.66,CREDIT,Income
KZ57163314100,2024-08-31,WOLT DELIVERY,2024-08-31,-2201846.5,-12800.0,DEBIT,Food & Dining
KZ57163314100,2024-09-01,TECHNODOM KZ,2024-09-01,-2575127.18,-19044.64,DEBIT,Shopping
KZ57163314100,2024-09-02,YANDEX GO RIDE,2024-09-02,-2435625.27,-897.26,DEBIT,Transport
KZ57163314100,2024-09-03,CHAPLIN CINEMA,2024-09-03,-2132443.66,-4446.01,DEBIT,Entertainment
KZ57163314100,2024-09-03,STEAM GAMES,2024-09-03,-2150957.21,-18513.55,DEBIT,Entertainment
KZ57163314100,2024-09-05,AIR ASTANA TICKET,2024-09-05,-2550900.79,-19044.64,DEBIT,Transport
KZ57163314100,2024-09-06,METRO CASH AND CARRY,2024-09-06,-2467308.7,-12638.79,DEBIT,Shopping
KZ57163314100,2024-09-07,CHOCOFOOD ORDER,2024-09-07,-2588951.28,-6496.03,DEBIT,Food & Dining
KZ57163314100,2024-09-07,WOLT DELIVERY,2024-09-07,-2376093.81,-3655.38,DEBIT,Food & Dining
KZ57163314100,2024-09-08,KFC ALMATY,2024-09-08,-2434728.01,-6889.81,DEBIT,Food & Dining
KZ57163314100,2024-09-09,BURGER KING KZ,2024-09-09,-2308127.79,-2416.13,DEBIT,Food & Dining
KZ57163314100,2024-09-09,WILDBERRIES KZ,2024-09-09,-2327172.43,-19044.64,DEBIT,Shopping
KZ57163314100,2024-09-09,BURGER KING KZ,2024-09-09,-2556082.54,-5181.75,DEBIT,Food & Dining
KZ57163314100,2024-09-10,KASPI SHOP PURCHASE,2024-09-10,-2263908.93,-19044.64,DEBIT,Shopping
KZ57163314100,2024-09-10,AIR ASTANA TICKET,2024-09-10,-2635332.02,-19044.64,DEBIT,Transport
KZ57163314100,2024-09-10,SMALL SUPERMARKET,2024-09-10,-2364262.69,-13025.48,DEBIT,Shopping
KZ57163314100,2024-09-10,CHOCOFOOD ORDER,2024-09-10,-2372438.43,-8175.75,DEBIT,Food & Dining
KZ57163314100,2024-09-11,NETFLIX SUBSCRIPTION,2024-09-11,-2112919.82,-5489.0,DEBIT,Entertainment
KZ57163314100,2024-09-11,KTZ RAILWAY TICKET,2024-09-11,-2616287.39,-19044.64,DEBIT,Transport
KZ57163314100,2024-09-11,ALMATY ENERGO ELECTRIC,2024-09-11,-2392144.41,-16050.6,DEBIT,Utilities
KZ57163314100,2024-09-12,ЖКХ КОММУНАЛКА,2024-09-12,-2170001.85,-19044.64,DEBIT,Utilities
KZ57163314100,2024-09-12,AIR ASTANA TICKET,2024-09-12,-2189046.49,-19044.64,DEBIT,Transport
KZ57163314100,2024-09-13,LOCAL CAFE,2024-09-13,-2204592.7,-2746.21,DEBIT,Food & Dining
KZ57163314100,2024-09-14,АЗС HELIOS PETROL,2024-09-14,-2347856.07,-19044.64,DEBIT,Transport
KZ57163314100,2024-09-14,GLOVO*ORDER,2024-09-14,-2486836.77,-15167.96,DEBIT,Food & Dining
KZ57163314100,2024-09-15,CHOCOFOOD ORDER,2024-09-15,-2510478.42,-4597.01,DEBIT,Food & Dining
KZ57163314100,2024-09-15,ЖКХ КОММУНАЛКА,2024-09-15,-2505881.41,-19044.64,DEBIT,Utilities
KZ57163314100,2024-09-16,KCELL PAYMENT,2024-09-16,-2305711.66,-3713.46,DEBIT,Utilities
KZ57163314100,2024-09-17,CHOCOFOOD ORDER,2024-09-17,-2597242.75,-8291.46,DEBIT,Food & Dining
KZ57163314100,2024-09-17,MCDONALDS ALMATY,2024-09-17,-2244864.29,-2182.31,DEBIT,Food & Dining
KZ57163314100,2024-09-17,SPOTIFY PREMIUM,2024-09-17,-2328811.43,-1639.0,DEBIT,Entertainment
KZ57163314100,2024-09-17,WOLT DELIVERY,2024-09-17,-2531856.15,-7995.44,DEBIT,Food & Dining
KZ57163314100,2024-09-18,АЗС HELIOS PETROL,2024-09-18,-2427838.19,-16972.02,DEBIT,Transport
KZ57163314100,2024-09-19,АЗС SINOOIL FUEL,2024-09-19,-2127997.66,-15077.83,DEBIT,Transport
KZ57163314100,2024-09-19,STEAM GAMES,2024-09-19,-2223637.34,-19044.64,DEBIT,Entertainment
KZ57163314100,2024-09-20,METRO CASH AND CARRY,2024-09-20,-2282953.56,-19044.64,DEBIT,Shopping
KZ57163314100,2024-09-21,YANDEX GO RIDE,2024-09-21,-2471668.81,-4360.11,DEBIT,Transport
KZ57163314100,2024-09-25,KCELL PAYMENT,2024-09-25,-2351237.21,-3381.14,DEBIT,Utilities
KZ57163314100,2024-09-27,SULPAK ELECTRONICS,2024-09-27,-2747134.83,-19287.06,DEBIT,Shopping
KZ57163314100,2024-09-28,CHOCOFOOD ORDER,2024-09-28,-2817870.64,-8711.14,DEBIT,Food & Dining
KZ57163314100,2024-09-28,AIR ASTANA TICKET,2024-09-28,-2669730.96,-19287.06,DEBIT,Transport
KZ57163314100,2024-09-29,WOLT DELIVERY,2024-09-29,-2633921.23,-7974.36,DEBIT,Food & Dining
KZ57163314100,2024-09-29,LOCAL CAFE,2024-09-29,-2893103.07,-3242.14,DEBIT,Food & Dining
KZ57163314100,2024-10-02,SULPAK ELECTRONICS,2024-10-02,-2689843.0,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-02,KFC ALMATY,2024-10-02,-2780811.92,-7244.59,DEBIT,Food & Dining
KZ57163314100,2024-10-02,AIR ASTANA TICKET,2024-10-02,-2943571.99,-19287.06,DEBIT,Transport
KZ57163314100,2024-10-02,СТИПЕНДИЯ + ПОДРАБОТКА,2024-10-02,-2554969.26,80362.76,CREDIT,Income
KZ57163314100,2024-10-03,KFC ALMATY,2024-10-03,-2705451.71,-3148.33,DEBIT,Food & Dining
KZ57163314100,2024-10-03,NETFLIX SUBSCRIPTION,2024-10-03,-2959641.44,-4990.0,DEBIT,Entertainment
KZ57163314100,2024-10-04,KASPI SHOP PURCHASE,2024-10-04,-2837157.7,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-05,STEAM GAMES,2024-10-05,-2583461.99,-12471.22,DEBIT,Entertainment
KZ57163314100,2024-10-05,SULPAK ELECTRONICS,2024-10-05,-2766421.9,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-06,ALMATY ENERGO ELECTRIC,2024-10-06,-2645453.89,-6542.66,DEBIT,Utilities
KZ57163314100,2024-10-06,NETFLIX SUBSCRIPTION,2024-10-06,-2650443.89,-4990.0,DEBIT,Entertainment
KZ57163314100,2024-10-06,WOLT DELIVERY,2024-10-06,-2702303.37,-2616.61,DEBIT,Food & Dining
KZ57163314100,2024-10-07,NETFLIX SUBSCRIPTION,2024-10-07,-2964631.44,-4990.0,DEBIT,Entertainment
KZ57163314100,2024-10-08,АЗС HELIOS PETROL,2024-10-08,-2699686.76,-9843.77,DEBIT,Transport
KZ57163314100,2024-10-08,АЗС SINOOIL FUEL,2024-10-08,-2623602.52,-7415.18,DEBIT,Transport
KZ57163314100,2024-10-09,CHOCOFOOD ORDER,2024-10-09,-2809159.5,-9060.52,DEBIT,Food & Dining
KZ57163314100,2024-10-12,TECHNODOM KZ,2024-10-12,-2616187.34,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-12,KINOPARK TICKET,2024-10-12,-2773567.33,-2649.68,DEBIT,Entertainment
KZ57163314100,2024-10-13,GLOVO*ORDER,2024-10-13,-2852095.17,-14937.47,DEBIT,Food & Dining
KZ57163314100,2024-10-13,WOLT DELIVERY,2024-10-13,-2570990.77,-3000.75,DEBIT,Food & Dining
KZ57163314100,2024-10-14,NETFLIX SUBSCRIPTION,2024-10-14,-2638911.23,-4990.0,DEBIT,Entertainment
KZ57163314100,2024-10-15,WOLT DELIVERY,2024-10-15,-2904997.87,-10904.8,DEBIT,Food & Dining
KZ57163314100,2024-10-15,LOCAL CAFE,2024-10-15,-2873077.68,-1695.45,DEBIT,Food & Dining
KZ57163314100,2024-10-16,FLY ARYSTAN,2024-10-16,-2727847.77,-19287.06,DEBIT,Transport
KZ57163314100,2024-10-16,WOLT DELIVERY,2024-10-16,-2954651.44,-11079.45,DEBIT,Food & Dining
KZ57163314100,2024-10-16,METRO CASH AND CARRY,2024-10-16,-2596900.28,-13438.29,DEBIT,Shopping
KZ57163314100,2024-10-16,YOUTUBE PREMIUM,2024-10-16,-2894093.07,-990.0,DEBIT,Entertainment
KZ57163314100,2024-10-17,STEAM GAMES,2024-10-17,-2800098.98,-19287.06,DEBIT,Entertainment
KZ57163314100,2024-10-17,BEELINE KZ RECHARGE,2024-10-17,-2708560.71,-3109.0,DEBIT,Utilities
KZ57163314100,2024-10-18,INDRIVE TRIP,2024-10-18,-2625946.87,-2344.34,DEBIT,Transport
KZ57163314100,2024-10-18,CHAPLIN CINEMA,2024-10-18,-2770917.65,-4495.75,DEBIT,Entertainment
KZ57163314100,2024-10-20,METRO CASH AND CARRY,2024-10-20,-2871382.23,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-21,UNUSUAL LARGE TRANSACTION,2024-10-21,-3009851.39,-45219.94,DEBIT,Other
KZ57163314100,2024-10-21,METRO CASH AND CARRY,2024-10-21,-2889860.93,-16783.25,DEBIT,Shopping
KZ57163314100,2024-10-23,SULPAK ELECTRONICS,2024-10-23,-2924284.93,-19287.06,DEBIT,Shopping
KZ57163314100,2024-10-23,SMALL SUPERMARKET,2024-10-23,-2567990.02,-13020.76,DEBIT,Shopping
KZ57163314100,2024-10-25,LOCAL CAFE,2024-10-25,-2670555.93,-824.98,DEBIT,Food & Dining
KZ57163314100,2024-10-27,BEELINE KZ RECHARGE,2024-10-27,-3000294.6,-3124.43,DEBIT,Utilities
KZ57163314100,2024-10-27,BURGER KING KZ,2024-10-27,-3094748.69,-2064.65,DEBIT,Food & Dining
KZ57163314100,2024-10-27,CHOCOFOOD ORDER,2024-10-27,-3012954.41,-8721.6,DEBIT,Food & Dining
KZ57163314100,2024-10-28,SMALL SUPERMARKET,2024-10-28,-3092684.04,-14303.29,DEBIT,Shopping
KZ57163314100,2024-10-29,СТИПЕНДИЯ + ПОДРАБОТКА,2024-10-29,-2932778.65,77072.74,CREDIT,Income
KZ57163314100,2024-10-31,AIR ASTANA TICKET,2024-10-31,-3181837.66,-18497.46,DEBIT,Transport
KZ57163314100,2024-10-31,WOLT DELIVERY,2024-10-31,-3163340.2,-8409.24,DEBIT,Food & Dining
KZ57163314100,2024-10-31,АЗС SINOOIL FUEL,2024-10-31,-3063685.78,-8880.61,DEBIT,Transport
KZ57163314100,2024-10-31,АЗС HELIOS PETROL,2024-10-31,-2974763.56,-18497.46,DEBIT,Transport
KZ57163314100,2024-11-02,KINOPARK TICKET,2024-11-02,-3228485.74,-2761.19,DEBIT,Entertainment
KZ57163314100,2024-11-03,WILDBERRIES KZ,2024-11-03,-2956266.11,-18497.46,DEBIT,Shopping
KZ57163314100,2024-11-04,АЗС HELIOS PETROL,2024-11-04,-3277468.72,-16813.98,DEBIT,Transport
KZ57163314100,2024-11-04,NETFLIX SUBSCRIPTION,2024-11-04,-2937768.65,-4990.0,DEBIT,Entertainment
KZ57163314100,2024-11-04,AIR ASTANA TICKET,2024-11-04,-3134943.5,-18497.46,DEBIT,Transport
KZ57163314100,2024-11-04,YOUTUBE PREMIUM,2024-11-04,-3095738.69,-990.0,DEBIT,Entertainment
KZ57163314100,2024-11-06,MAGNUM SUPERMARKET,2024-11-06,-3078380.75,-11697.18,DEBIT,Shopping
KZ57163314100,2024-11-06,FLY ARYSTAN,2024-11-06,-3307889.42,-18497.46,DEBIT,Transport
KZ57163314100,2024-11-07,YANDEX GO RIDE,2024-11-07,-3318026.65,-2602.48,DEBIT,Transport
KZ57163314100,2024-11-08,MCDONALDS ALMATY,2024-11-08,-3188729.63,-1600.73,DEBIT,Food & Dining
KZ57163314100,2024-11-08,ВОДОКАНАЛ PAYMENT,2024-11-08,-3066683.57,-2997.79,DEBIT,Utilities
KZ57163314100,2024-11-08,LOCAL CAFE,2024-11-08,-3036307.71,-2824.2,DEBIT,Food & Dining
KZ57163314100,2024-11-10,TECHNODOM KZ,2024-11-10,-3153440.96,-18497.46,DEBIT,Shopping
KZ57163314100,2024-11-10,METRO CASH AND CARRY,2024-11-10,-3031451.87,-18497.46,DEBIT,Shopping
KZ57163314100,2024-11-10,MAGNUM SUPERMARKET,2024-11-10,-3207227.09,-18497.46,DEBIT,Shopping
KZ57163314100,2024-11-11,INDRIVE TRIP,2024-11-11,-3319818.94,-1792.29,DEBIT,Transport
KZ57163314100,2024-11-11,KFC ALMATY,2024-11-11,-3100407.43,-4668.74,DEBIT,Food & Dining
KZ57163314100,2024-11-12,SPOTIFY PREMIUM,2024-11-12,-3154930.96,-1490.0,DEBIT,Entertainment
KZ57163314100,2024-11-12,WOLT DELIVERY,2024-11-12,-3289391.96,-11923.24,DEBIT,Food & Dining
KZ57163314100,2024-11-12,CHOCOFOOD ORDER,2024-11-12,-3236327.95,-7842.21,DEBIT,Food & Dining
KZ57163314100,2024-11-13,INDRIVE TRIP,2024-11-13,-3033483.51,-2031.65,DEBIT,Transport
KZ57163314100,2024-11-13,KFC ALMATY,2024-11-13,-2978672.72,-3909.16,DEBIT,Food & Dining
KZ57163314100,2024-11-13,AIR ASTANA TICKET,2024-11-13,-2997170.18,-18497.46,DEBIT,Transport
KZ57163314100,2024-11-14,MAGNUM SUPERMARKET,2024-11-14,-3248599.17,-12271.22,DEBIT,Shopping
KZ57163314100,2024-11-15,KTZ RAILWAY TICKET,2024-11-15,-3054805.17,-18497.46,DEBIT,Transport
KZ57163314100,2024-11-17,АЗС SINOOIL FUEL,2024-11-17,-3116446.05,-8263.27,DEBIT,Transport
KZ57163314100,2024-11-17,CHOCOFOOD ORDER,2024-11-17,-3315424.17,-7534.75,DEBIT,Food & Dining
KZ57163314100,2024-11-20,KTZ RAILWAY TICKET,2024-11-20,-3108182.78,-7775.35,DEBIT,Transport
KZ57163314100,2024-11-20,KFC ALMATY,2024-11-20,-3187128.9,-5291.25,DEBIT,Food & Dining
KZ57163314100,2024-11-20,MCDONALDS ALMATY,2024-11-20,-3004232.81,-3938.21,DEBIT,Food & Dining
KZ57163314100,2024-11-20,SULPAK ELECTRONICS,2024-11-20,-3225724.54,-18497.46,DEBIT,Shopping
KZ57163314100,2024-11-23,АЗС HELIOS PETROL,2024-11-23,-3260654.74,-12055.57,DEBIT,Transport
KZ57163314100,2024-11-26,YOUTUBE PREMIUM,2024-11-26,-3600201.47,-1089.0,DEBIT,Entertainment
KZ57163314100,2024-11-26,KAZAKHTELECOM INTERNET,2024-11-26,-3422435.33,-6964.53,DEBIT,Utilities
KZ57163314100,2024-11-27,GLOVO*ORDER,2024-11-27,-3330731.56,-12156.28,DEBIT,Food & Dining
KZ57163314100,2024-11-28,LOCAL CAFE,2024-11-28,-3649775.08,-3451.74,DEBIT,Food & Dining
KZ57163314100,2024-11-28,LOCAL CAFE,2024-11-28,-3335945.36,-1905.46,DEBIT,Food & Dining
KZ57163314100,2024-11-29,KAZAKHTELECOM INTERNET,2024-11-29,-3539267.12,-4400.62,DEBIT,Utilities
KZ57163314100,2024-11-30,TECHNODOM KZ,2024-11-30,-3599112.47,-18990.56,DEBIT,Shopping
KZ57163314100,2024-11-30,KFC ALMATY,2024-11-30,-3565684.11,-8782.57,DEBIT,Food & Dining
KZ57163314100,2024-11-30,NETFLIX SUBSCRIPTION,2024-11-30,-3544756.12,-5489.0,DEBIT,Entertainment
KZ57163314100,2024-11-30,KTZ RAILWAY TICKET,2024-11-30,-3533759.4,-14312.45,DEBIT,Transport
KZ57163314100,2024-12-01,СТИПЕНДИЯ + ПОДРАБОТКА,2024-12-01,-3240691.6,79127.35,CREDIT,Income
KZ57163314100,2024-12-01,AIR ASTANA TICKET,2024-12-01,-3376283.04,-18990.56,DEBIT,Transport
KZ57163314100,2024-12-02,AIR ASTANA TICKET,2024-12-02,-3265030.19,-18990.56,DEBIT,Transport
KZ57163314100,2024-12-02,CHAPLIN CINEMA,2024-12-02,-3603248.14,-3046.67,DEBIT,Entertainment
